B1XPP4	
B1XPU9	
B1XPV1	SYNPCC7002_A0572,,-,,-,,none,,-,,-
B1XPX6	
B1XPX8	
B1XQ64	
B1XQ68	SYNPCC7002_A1862,,-,,-,,none,,-,,-
B1XQ75	SYNPCC7002_A1869,,-,,-,,none,,-,,-
B1XQ85	SYNPCC7002_A1879,,-,,-,,none,,-,,-
B1XQ92	
B1XQA7	
B1XQB2	
B1XQE5	SYNPCC7002_A0682,,-,,-,,none,,PF02531 6,,-
B1XQF1	SYNPCC7002_A0688,,-,,-,,none,,-,,-
B1XQF2	SYNPCC7002_A0689,,-,,-,,possibly ER,,-,,-
B1XQF6	SYNPCC7002_A0693,,-,,-,,none,,-,,-
B1XQG3	
B1XQG5	
B1XQG8	
B1XQJ2	SYNPCC7002_A1900,,-,,-,,none,,-,,-
B1XQL7	SYNPCC7002_A1925,,-,,-,,none,,-,,-
B1XQM2	SYNPCC7002_A1930,,-,,-,,none,,-,,-
B1XQP1	SYNPCC7002_A1949,,-,,-,,possibly ER,,-,,-
B1XQQ7	SYNPCC7002_A1965,,-,,-,,none,,-,,-
B1XQQ9	SYNPCC7002_A1967,,-,,-,,possibly ER,,-,,-
B1XQR5	
B1XQS4	
B1XQV0	
B1XQW1	
B1XQX2	
B1XQX5	
B1XQZ6	
B1XR00	
B1XR14	
B1XR17	
B1XR21	
B1XR22	
B1XR35	
B1XR40	
B1XR47	
B1XR72	
B1XR86	
B1XRA0	
B1XRC9	
B1XRD7	
B1XRI4	
B1XRL8	
B1XRQ5	
B1XRQ6	
B2S753	
B2SB45	
B3GZ21	
B3KLX4	
B5F6V5	
B5XYF7	
B5XZ79	
B5Y275	
B5Y2E4	
B7LRJ8	
B7MDM9	
B7SCE5	
B7UM99	
B7UR12	
B8DE07	
B8GZM2	
C0H3R1	
C0H3T5	
C0H3T6	
C0H3V2	
C0H423	
C0H440	
C0H445	
C0H461	
C0LZQ0	
C0SP85	
C0SP93	
C0SPB6	
C0SPB8	
C1KVC0	
C1KW86	
C1KX21	
C1KYE1	
C1KYI2	
C1KYU1	
C1KZK7	
C3W947	
C5BGM2	NT01EI_3591,,Protein does not contain a CCBD within the first 150 amino acids,,0.00012,,none,,-,,-
C8T007	
C8UMQ9	
D0WT66	VMC_03660,,Protein does not contain a CCBD within the first 150 amino acids,,0.0252,,none,,-,,-
D0WX67	VMC_17670,,Protein does not contain a CCBD within the first 150 amino acids,,0.00283,,none,,-,,-
D0WZ14	VMC_24140,,Protein does not contain a CCBD within the first 150 amino acids,,1.0,,none,,-,,-
D0X0H0	VMC_29200,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
D0X3A8	VMC_39080,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
D0X4G1	VMC_43110,,Protein does not contain a CCBD within the first 150 amino acids,,0.99625,,none,,-,,-
D0ZV89	
D2BKU3	
D2BKU8	
D2BKY7	
D2BKZ2	
D2BLI2	
D2BM73	
D2BMX4	
D2BNL6	
D2BNM4	
D2BNR6	
D2BP55	
D2BQ68	
D2BRC3	
D4GUJ7	
D4GYZ1	
D4H071	
D5E6P6	
D5E6P9	
D5E6Y5	
D5E7U0	
D5E895	
D5E8U2	
D5E9H2	
D5E9V6	
D5E9V9	
D5E9Y3	
D5EAE2	
D5EB50	
D5EBE9	
D5EBU5	
D5EBX8	
E2JA29	
F2Z5W8	
F2Z5Y7	
F2Z5Z2	
F2Z692	
F2Z698	
F2Z6D2	
F2Z6F6	
F2Z6G3	
F6KV61	
F6KV62	
G2K046	
G2K047	
G3XD28	
G3XD31	PA4700,,Protein does not contain a CCBD within the first 150 amino acids,,0.98459,,possibly ER,,-,,-
G3XD71	PA0620,,Protein does not contain a CCBD within the first 150 amino acids,,0.00028,,none,,-,,-
G5EB01	
I6WXK4	
I6WYU2	
I6WZ58	
I6WZG6	
I6WZI4	
I6WZK7	
I6WZM9	
I6WZS4	
I6X540	
I6X5C9	Rv2786c,,-,,-,,possibly mitochondrial,,-,,-
I6X5I7	
I6X5T4	
I6X6H8	
I6X7G4	
I6X7W8	
I6X827	
I6X8D2	
I6X961	
I6XF31	
I6XF52	
I6XF60	
I6XHG6	
I6XVZ6	
I6XW38	
I6XWB9	
I6XZC4	
I6Y1H7	Rv2690c,,-,,-,,mitochondrial,,-,,-
I6Y231	
I6Y242	
I6Y2E2	
I6Y2G3	
I6Y2I9	
I6Y3S9	Rv3530c,,-,,-,,mitochondrial,,-,,-
I6Y3V3	
I6Y4D2	
I6Y4U9	
I6Y4V2	
I6Y748	
I6Y778	
I6Y7V6	
I6Y897	
I6Y9K2	
I6Y9Q3	
I6YA03	
I6YA17	
I6YA29	
I6YAV3	
I6YC91	
I6YDN6	
I6YF40	
I6YG87	
I6YHB0	
I7FGY5	
J9R0U7	
K1VPX5	
K1VZL1	
K1W040	
K1W0W3	
K1W2U9	
K1W772	
K1W7L7	
K1WFA9	
K1WPM3	
K1WR40	
K1WSH3	
K1X2U2	
K1XE41	
K1XG38	
K4PDN9	
L0T2Z1	
L0T905	
L0TFC2	
L7N653	
L7N657	Rv0164,,-,,-,,possibly mitochondrial,,-,,-
L7N663	
L7N664	
L7N668	
L7N673	
L7N675	
L7N686	
L7N690	
L7N6A4	
L7N6B0	
L9UQ37	
N1UKI7	
O05223	
O05236	
O05251	
O05268	
O05310	
O05312	
O05389	
O05410	
O05436	
O05442	
O05450	
O05456	
O05495	
O05518	
O05519	
O05520	
O05521	
O05582	
O05634	
O05640	
O05641	
O05771	
O05773	
O05777	
O05780	
O05823	
O05828	Rv2370c,,-,,-,,possibly mitochondrial,,-,,-
O05853	
O05855	
O05877	
O05981	
O05982	
O06137	
O06159	
O06170	
O06194	
O06218	
O06243	
O06263	
O06278	
O06311	
O06396	
O06403	
O06404	
O06457	
O06476	
O06491	
O06492	
O06538	
O06597	
O06604	
O06611	
O06614	
O06802	
O06807	
O06825	
O06925	
O06974	
O06976	
O07012	
O07021	
O07180	
O07181	
O07196	
O07198	
O07227	
O07235	
O07239	
O07255	
O07406	
O07411	Rv0166,,-,,-,,mitochondrial,,-,,-
O07416	
O07419	
O07422	
O07521	
O07542	
O07584	
O07596	
O07634	
O07636	
O07678	
O07717	
O07720	
O07728	
O07806	Rv3817,,-,,-,,ER,,-,,-
O07809	Rv3814c,,-,,-,,possibly ER,,-,,-
O07853	
O08309	CA_C0518,,-,,-,,none,,-,,-
O08314	
O08335	
O08357	
O08359	
O08394	
O24862	
O24870	
O24875	
O24895	
O24900	
O24904	
O24911	
O24916	
O24922	
O24934	
O24974	
O24978	
O25008	
O25029	
O25032	
O25047	
O25058	
O25066	
O25068	
O25121	
O25125	
O25130	
O25164	
O25170	
O25176	
O25196	
O25214	
O25235	
O25247	
O25252	
O25273	
O25284	
O25298	
O25308	
O25330	
O25395	
O25396	
O25400	
O25402	
O25436	
O25461	
O25466	
O25500	
O25510	
O25526	
O25547	
O25553	
O25595	
O25610	
O25616	
O25661	
O25664	
O25672	
O25695	
O25752	
O25806	
O25819	
O25852	
O25879	
O25953	
O26013	
O26019	
O26037	
O26046	
O26058	
O26090	
O26094	
O26098	
O26103	
O28471	
O30245	
O30409	
O31149	lmo1003,,-,,-,,none,,-,,-
O31447	
O31458	
O31462	
O31487	
O31489	
O31501	
O31509	
O31540	
O31541	
O31544	
O31556	
O31567	
O31587	
O31592	
O31605	
O31609	
O31611	
O31612	
O31618	
O31622	
O31629	
O31644	
O31645	
O31646	
O31657	
O31662	
O31663	
O31666	
O31669	
O31672	
O31673	
O31684	
O31691	
O31716	
O31717	
O31741	
O31749	
O31760	
O31761	
O31768	
O31771	
O31774	
O31777	
O31782	
O31856	
O31875	
O31892	
O31903	
O31912	
O31962	
O31989	
O31993	
O32022	
O32033	
O32038	
O32039	
O32049	
O32052	
O32053	
O32076	
O32082	
O32104	
O32113	
O32119	
O32129	
O32132	
O32144	
O32151	
O32157	
O32162	
O32163	
O32164	
O32165	
O32169	
O32173	
O32175	
O32178	
O32213	
O32222	
O32224	
O32231	
O32259	
O32264	
O32294	
O32504	DR_A0346,,-,,-,,possibly mitochondrial,,-,,-
O32712	
O32723	
O33198	
O33206	Rv1707,,-,,-,,ER,,-,,-
O33237	
O33263	
O33289	
O33298	
O33329	
O33332	
O33361	
O33600	
O33618	Sca_0998,,-,,-,,none,,-,,-
O33749	SYNPCC7002_A0172,,-,,-,,ER,,-,,-
O33768	
O33770	
O33775	
O33780	
O34094	LA_2637,,-,,-,,ER,,-,,-
O34153	
O34154	
O34206	
O34303	
O34324	
O34325	
O34328	
O34334	
O34338	
O34347	
O34384	
O34410	
O34425	
O34443	
O34445	
O34447	
O34486	
O34499	
O34507	
O34512	
O34513	
O34529	
O34530	
O34536	
O34542	
O34549	
O34588	
O34591	
O34618	
O34633	
O34647	
O34660	
O34687	
O34709	
O34714	
O34722	
O34751	
O34759	
O34760	
O34764	
O34788	
O34795	
O34810	
O34812	
O34824	
O34832	
O34833	
O34859	
O34860	
O34863	
O34872	
O34904	
O34909	
O34924	
O34948	
O34949	
O34962	
O34967	
O34968	
O34979	
O34981	
O35004	
O35019	
O35033	
O50147	
O50397	
O50416	Rv3390,,-,,-,,ER,,-,,-
O50431	
O50432	
O50464	
O50508	SCO5834,,-,,-,,none,,-,,-
O50515	SCO5841,,-,,-,,none,,-,,-
O52631	CA_C0709,,-,,-,,none,,-,,-
O52632	CA_C0710,,-,,-,,none,,-,,-
O52982	b2636,,-,,-,,ER,,-,,-
O53083	lmo1787,,-,,-,,none,,-,,-
O53148	
O53154	
O53165	
O53181	
O53203	
O53213	
O53298	
O53310	
O53321	
O53329	
O53343	
O53346	Rv3200c,,-,,-,,possibly mitochondrial,,-,,-
O53353	
O53360	
O53362	
O53399	
O53406	
O53417	
O53469	
O53493	
O53509	
O53512	
O53521	
O53531	
O53532	
O53547	
O53564	
O53578	
O53579	
O53580	
O53598	
O53611	
O53622	
O53641	
O53672	
O53673	
O53718	Rv0383c,,-,,-,,ER,,-,,-
O53777	
O53789	
O53834	
O53842	
O53857	
O53858	
O53900	
O53901	
O53977	
O54130	SCO5864,,-,,-,,none,,-,,-
O58655	
O65934	
O68970	SYNPCC7002_A1929,,-,,-,,none,,-,,-
O68973	SYNPCC7002_A2009,,-,,-,,none,,-,,-
O69250	
O69289	Cj1221,,-,,-,,none,,-,,-
O69637	
O69654	
O69659	
O69670	Rv3702c,,-,,-,,possibly ER,,-,,-
O69684	
O69690	Rv3723,,-,,-,,ER,,-,,-
O69695	
O69722	
O69850	SCO6020,,-,,-,,none,,-,,-
O69879	SCO5591,,-,,-,,mitochondrial,,-,,-
O69896	SCO5608,,-,,-,,none,,-,,-
O86312	
O86320	
O86340	
O86351	
O86365	
O86517	SCO5535,,-,,-,,none,,-,,-
O86525	SCO5544,,-,,-,,none,,-,,-
O86560	SCO6626,,-,,-,,none,,-,,-
O86575	SCO5480,,-,,-,,none,,-,,-
O86637	SCO5717,,-,,-,,none,,-,,-
O86716	SCO6534,,-,,-,,none,,-,,-
O86757	SCO5642,,-,,-,,none,,PF13676 5,,-
O86775	SCO4730,,-,,-,,possibly mitochondrial,,-,,-
O87527	
O88017	SCO6661,,-,,-,,none,,-,,-
O88038	SCO6682,,-,,-,,none,,-,,-
O88060	SCO1600,,-,,-,,none,,-,,-
O93774	
P00350	b2029,,-,,-,,none,,-,,-
P00363	b4154,,-,,-,,none,,-,,-
P00370	b1761,,-,,-,,none,,-,,-
P00448	b3908,,-,,-,,none,,-,,-
P00509	b0928,,-,,-,,none,,-,,-
P00550	b3599,,-,,-,,none,,-,,-
P00562	b3940,,-,,-,,none,,-,,-
P00579	b3067,,-,,-,,none,,-,,-
P00582	b3863,,-,,-,,none,,-,,-
P00634	b0383,,-,,-,,ER,,-,,-
P00811	b4150,,-,,-,,ER,,-,,-
P00864	b3956,,-,,-,,none,,-,,-
P00909	b1262,,-,,-,,none,,-,,-
P00936	b3806,,-,,-,,none,,-,,-
P00946	b1613,,-,,-,,none,,-,,-
P00954	b3384,,-,,-,,none,,-,,-
P00956	b0026,,-,,-,,none,,-,,-
P00959	b2114,,-,,-,,none,,-,,-
P00961	b3559,,-,,-,,none,,-,,-
P00968	b0033,,-,,-,,ER,,-,,-
P02344	SMc01906,,Protein does not contain a CCBD within the first 150 amino acids,,0,,none,,-,,-
P02359	b3341,,-,,-,,possibly mitochondrial,,-,,-
P02394	
P02903	
P02925	b3751,,-,,-,,ER,,-,,-
P02931	b0929,,-,,-,,ER,,-,,-
P02968	
P02974	
P03018	b3813,,-,,-,,none,,-,,-
P03030	b2839,,-,,-,,none,,-,,-
P03943	SYNPCC7002_A2210,,-,,-,,none,,-,,-
P03944	SYNPCC7002_A2209,,-,,-,,none,,-,,-
P04036	b0031,,-,,-,,none,,-,,-
P04042	STM1917,,Protein does not contain a CCBD within the first 150 amino acids,,1e-05,,none,,-,,-
P04079	b2507,,-,,-,,none,,-,,-
P04805	b2400,,-,,-,,possibly mitochondrial,,-,,-
P04831	
P04832	
P04951	b0918,,-,,-,,none,,-,,-
P04969	
P04990	
P05052	b0564,,-,,-,,none,,-,,-
P05055	b3164,,-,,-,,none,,-,,-
P05429	
P05431	NMB0018,,-,,-,,ER,,-,,-
P05459	b2320,,-,,-,,none,,-,,-
P05645	
P05651	
P05652	
P05653	
P05654	
P05793	b3774,,-,,-,,possibly mitochondrial,,-,,-
P06224	
P06533	
P06534	
P06535	
P06612	b1274,,-,,-,,none,,-,,-
P06616	b2566,,-,,-,,none,,-,,-
P06628	
P06959	b0115,,-,,-,,none,,-,,-
P06999	b1723,,-,,-,,none,,-,,-
P07003	b0871,,-,,-,,none,,-,,-
P07012	b2891,,-,,-,,none,,-,,YES
P07343	
P07363	b1888,,-,,-,,none,,-,,-
P07515	
P07639	b3389,,-,,-,,none,,-,,-
P07650	b4382,,-,,-,,none,,-,,-
P07784	
P07789	
P08065	
P08066	
P08164	
P08178	b2499,,-,,-,,none,,-,,-
P08192	b2315,,-,,-,,possibly mitochondrial,,-,,-
P08200	b1136,,-,,-,,none,,-,,-
P08312	b1714,,-,,-,,none,,-,,-
P08400	b0400,,-,,-,,ER,,-,,-
P08506	b0839,,-,,-,,ER,,-,,-
P08821	
P08838	
P08839	b2416,,-,,-,,none,,PF05524 4,,-
P08874	
P08877	
P08997	b4014,,-,,-,,none,,-,,-
P09030	b1749,,-,,-,,none,,-,,-
P09120	SF1237,,Protein does not contain a CCBD within the first 150 amino acids,,1e-05,,none,,-,,-
P09124	
P09152	b1224,,-,,-,,none,,-,,-
P09169	b0565,,-,,-,,ER,,-,,-
P09190	
P09193	
P09323	b0679,,-,,-,,none,,-,,-
P09339	
P09373	b0903,,-,,-,,none,,PF01228 4,,-
P09384	STM1921,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P09546	b1014,,-,,-,,none,,-,,-
P09819	
P09835	b3668,,-,,-,,ER,,-,,-
P09924	
P0A0D6	
P0A0E0	
P0A0E3	
P0A0Q7	
P0A252	
P0A2D5	STM1916,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A2D9	
P0A2W5	
P0A2Z0	
P0A345	SCO4761,,-,,-,,none,,-,,-
P0A3B4	SF3941,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A3E6	lmo1445,,-,,-,,none,,-,,-
P0A3F4	Synpcc7942_0321,,-,,-,,none,,-,,-
P0A3H5	SCO2950,,-,,-,,none,,-,,-
P0A435	c2618,,-,,-,,possibly mitochondrial,,-,,-
P0A438	lmo1002,,-,,-,,none,,-,,-
P0A439	lin1001,,-,,-,,none,,-,,-
P0A485	lmo2548,,-,,-,,none,,-,,-
P0A491	lmo1784,,-,,-,,possibly mitochondrial,,-,,-
P0A4D1	Z5809,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A4D2	SF4354,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A4P8	SF1824,,Protein does not contain a CCBD within the first 150 amino acids,,1.0,,none,,-,,-
P0A4Q8	lmo0208,,-,,-,,none,,-,,-
P0A4S0	SF4198,,Protein does not contain a CCBD within the first 150 amino acids,,0.89045,,none,,-,,-
P0A5B8	
P0A5C0	
P0A5S5	
P0A6A3	b2296,,-,,-,,none,,-,,-
P0A6A5	Z3558,,-,,-,,-,,-,,-
P0A6A8	b1094,,-,,-,,none,,-,,-
P0A6B0	Z1733,,Protein does not contain a CCBD within the first 150 amino acids,,2e-05,,none,,-,,-
P0A6B7	b2530,,-,,-,,none,,-,,-
P0A6D7	b3390,,-,,-,,none,,-,,-
P0A6E4	b3172,,-,,-,,possibly mitochondrial,,-,,-
P0A6F3	b3926,,-,,-,,none,,-,,-
P0A6F4	Z5471,,Protein does not contain a CCBD within the first 150 amino acids,,1.0,,none,,-,,-
P0A6F5	b4143,,-,,-,,none,,-,,-
P0A6F7	Z5748,,-,,-,,-,,-,,-
P0A6F8	SF4297,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A6F9	b4142,,-,,-,,none,,-,,-
P0A6G1	Z5747,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A6G2	SF4296,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A6G3	b2700,,-,,-,,none,,-,,-
P0A6G9	Z0542,,Protein does not contain a CCBD within the first 150 amino acids,,0.02138,,none,,-,,-
P0A6H1	b0438,,-,,-,,none,,-,,-
P0A6H4	SF0383,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A6H5	b3931,,-,,-,,none,,-,,-
P0A6H6	Z5478,,Protein does not contain a CCBD within the first 150 amino acids,,0.00717,,none,,-,,-
P0A6H7	SF4009,,Protein does not contain a CCBD within the first 150 amino acids,,0.00717,,none,,-,,-
P0A6I0	b0910,,-,,-,,none,,-,,-
P0A6J5	b1189,,-,,-,,ER,,-,,-
P0A6K6	b4383,,-,,-,,none,,-,,-
P0A6L0	b4381,,-,,-,,none,,-,,-
P0A6M8	b3340,,-,,-,,mitochondrial,,-,,-
P0A6N0	Z4698,,Protein does not contain a CCBD within the first 150 amino acids,,0.0083,,mitochondrial,,-,,-
P0A6N3	
P0A6N4	b4147,,-,,-,,none,,-,,-
P0A6N6	Z5752,,-,,-,,-,,-,,-
P0A6N7	SF4303,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A6N8	b2171,,-,,-,,none,,-,,-
P0A6P1	b0170,,-,,-,,none,,-,,-
P0A6P3	Z0181,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A6P5	b2511,,-,,-,,possibly mitochondrial,,-,,-
P0A6P7	b3865,,-,,-,,none,,-,,-
P0A6P9	b2779,,-,,-,,none,,-,,-
P0A6Q1	Z4094,,-,,-,,-,,-,,-
P0A6Q2	SF2794,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A6Q3	b0954,,-,,-,,none,,-,,-
P0A6T1	b4025,,-,,-,,none,,-,,-
P0A6T2	Z5623,,Protein does not contain a CCBD within the first 150 amino acids,,0.98993,,none,,-,,-
P0A6T3	b0757,,-,,-,,none,,-,,-
P0A6T5	b2153,,-,,-,,none,,-,,-
P0A6T8	SF2238,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A6T9	b2904,,-,,-,,none,,-,,-
P0A6U2	SF2890,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A6V3	Z4792,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,possibly mitochondrial,,-,,-
P0A6V4	SF3453,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,possibly mitochondrial,,-,,-
P0A6V5	b3425,,-,,-,,none,,-,,-
P0A6W7	Z4543,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A6W9	b2688,,-,,-,,none,,-,,-
P0A6X3	b4172,,-,,-,,none,,-,,-
P0A6X7	b1712,,-,,-,,none,,-,,-
P0A6Y1	b0912,,-,,-,,none,,-,,-
P0A6Y3	Z1258,,Protein does not contain a CCBD within the first 150 amino acids,,0.78634,,none,,-,,-
P0A6Y8	b0014,,-,,-,,none,,-,,-
P0A6Z0	Z0014,,Protein does not contain a CCBD within the first 150 amino acids,,0.00013,,none,,-,,-
P0A6Z3	b0473,,-,,-,,none,,-,,-
P0A6Z5	Z0590,,-,,-,,-,,-,,-
P0A6Z9	SF3499,,Protein does not contain a CCBD within the first 150 amino acids,,3e-05,,none,,-,,-
P0A705	b3168,,-,,-,,none,,-,,-
P0A706	Z4529,,-,,-,,-,,-,,-
P0A707	b1718,,-,,-,,none,,-,,-
P0A709	Z2747,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A717	b1207,,-,,-,,none,,-,,-
P0A719	Z1978,,-,,-,,-,,-,,-
P0A722	b0181,,-,,-,,none,,-,,-
P0A734	b1174,,-,,-,,none,,-,,-
P0A745	SF4268,,Protein does not contain a CCBD within the first 150 amino acids,,0.20054,,none,,-,,-
P0A746	b1778,,-,,-,,none,,-,,-
P0A759	b0678,,-,,-,,possibly mitochondrial,,-,,-
P0A761	b3223,,-,,-,,none,,-,,-
P0A763	b2518,,-,,-,,none,,-,,-
P0A764	Z3781,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A769	b2392,,-,,-,,none,,-,,-
P0A771	Z3658,,-,,-,,-,,-,,-
P0A783	SF0353,,Protein does not contain a CCBD within the first 150 amino acids,,0.00343,,none,,-,,-
P0A796	b3916,,-,,-,,none,,-,,-
P0A797	Z5460,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A799	b2926,,-,,-,,none,,-,,-
P0A7A9	b4226,,-,,-,,none,,-,,-
P0A7B0	Z5837,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A7B5	b0242,,-,,-,,none,,-,,-
P0A7C6	b4021,,-,,-,,none,,-,,-
P0A7C7	Z5612,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A7D4	b4177,,-,,-,,none,,-,,-
P0A7D9	Z3735,,Protein does not contain a CCBD within the first 150 amino acids,,0.0015,,none,,-,,-
P0A7E5	b2780,,-,,-,,none,,-,,-
P0A7E8	SF2795,,Protein does not contain a CCBD within the first 150 amino acids,,0.00013,,none,,-,,-
P0A7F3	b4244,,-,,-,,none,,-,,-
P0A7F8	SF0117,,Protein does not contain a CCBD within the first 150 amino acids,,1e-05,,possibly mitochondrial,,-,,-
P0A7G2	b3167,,-,,-,,none,,-,,-
P0A7G6	b2699,,-,,-,,none,,-,,-
P0A7G8	Z4002,,-,,-,,-,,-,,-
P0A7G9	SF2722,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A7I0	b1211,,-,,-,,none,,-,,-
P0A7I3	SF1214,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A7I4	b4375,,-,,-,,possibly mitochondrial,,-,,-
P0A7I9	SF1281,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,possibly ER,,-,,-
P0A7J3	b3985,,-,,-,,none,,-,,-
P0A7K2	b3986,,-,,-,,none,,-,,-
P0A7K6	b2606,,-,,-,,none,,-,,-
P0A7K9	SF2666,,CCBD (FEGVVIAIRN) found within expected region,,0.98771,,none,,-,,-
P0A7L0	b3984,,-,,-,,possibly mitochondrial,,-,,-
P0A7L5	Z2745,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,mitochondrial,,-,,-
P0A7L8	b3185,,-,,-,,none,,-,,-
P0A7M2	b3637,,-,,-,,possibly mitochondrial,,-,,-
P0A7M6	b3312,,-,,-,,none,,-,,-
P0A7M9	b3936,,-,,-,,none,,-,,-
P0A7N0	Z5484,,Protein does not contain a CCBD within the first 150 amino acids,,0.0004,,none,,PF01197 5,,-
P0A7N1	b0296,,-,,-,,none,,-,,-
P0A7N3	Z0364,,Protein does not contain a CCBD within the first 150 amino acids,,0.00027,,none,,PF01197 5,,-
P0A7N4	b1089,,-,,-,,none,,-,,-
P0A7N5	Z1728,,Protein does not contain a CCBD within the first 150 amino acids,,7e-05,,none,,-,,-
P0A7N8	SF1093,,Protein does not contain a CCBD within the first 150 amino acids,,7e-05,,none,,-,,-
P0A7P1	Z5060,,Protein does not contain a CCBD within the first 150 amino acids,,0.00347,,possibly mitochondrial,,-,,-
P0A7P4	SF3675,,Protein does not contain a CCBD within the first 150 amino acids,,0.00347,,possibly mitochondrial,,-,,-
P0A7R1	b4203,,-,,-,,none,,-,,-
P0A7R7	Z4692,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A7R9	b3297,,-,,-,,possibly mitochondrial,,-,,YES
P0A7S2	SF3329,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,possibly mitochondrial,,-,,YES
P0A7S3	b3342,,-,,-,,possibly mitochondrial,,-,,-
P0A7S8	SF3360,,Protein does not contain a CCBD within the first 150 amino acids,,2e-05,,possibly mitochondrial,,-,,-
P0A7S9	b3298,,-,,-,,none,,-,,-
P0A7T3	b2609,,-,,-,,mitochondrial,,-,,-
P0A7T5	Z3903,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,mitochondrial,,-,,-
P0A7T6	SF2669,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,mitochondrial,,-,,-
P0A7T7	b4202,,-,,-,,possibly mitochondrial,,-,,-
P0A7T9	Z5811,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,possibly mitochondrial,,-,,-
P0A7U2	SF4355,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,possibly mitochondrial,,-,,-
P0A7U3	b3316,,-,,-,,mitochondrial,,-,,-
P0A7U6	SF3348,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,mitochondrial,,-,,-
P0A7V0	b0169,,-,,-,,possibly mitochondrial,,-,,-
P0A7V3	b3314,,-,,-,,none,,-,,-
P0A7V8	b3296,,-,,-,,possibly mitochondrial,,-,,-
P0A7W1	b3303,,-,,-,,none,,-,,-
P0A7W6	SF3335,,Protein does not contain a CCBD within the first 150 amino acids,,0.00013,,none,,-,,-
P0A7W7	b3306,,-,,-,,none,,-,,-
P0A7X3	b3230,,-,,-,,none,,-,,-
P0A7X5	Z4588,,Protein does not contain a CCBD within the first 150 amino acids,,0.00119,,none,,-,,-
P0A7Y0	b2567,,-,,-,,possibly mitochondrial,,-,,-
P0A7Z0	b2914,,-,,-,,none,,-,,-
P0A7Z2	Z4252,,Protein does not contain a CCBD within the first 150 amino acids,,0.00826,,none,,-,,-
P0A7Z4	b3295,,-,,-,,none,,-,,-
P0A7Z6	Z4665,,Protein does not contain a CCBD within the first 150 amino acids,,0.99718,,none,,-,,-
P0A7Z9	SF3327,,Protein does not contain a CCBD within the first 150 amino acids,,0.99718,,none,,-,,-
P0A805	b0172,,-,,-,,none,,-,,-
P0A807	Z0183,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A808	SF0162,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A812	b1860,,-,,-,,none,,-,,-
P0A817	b2942,,-,,-,,none,,-,,-
P0A825	b2551,,-,,-,,none,,-,,-
P0A827	SF2598,,Protein does not contain a CCBD within the first 150 amino acids,,0.0,,none,,-,,-
P0A836	b0728,,-,,-,,none,,-,,-
P0A838	Z0882,,Protein does not contain a CCBD within the first 150 amino acids,,2e-05,,none,,-,,-
P0A839	SF0569,,Protein does not contain a CCBD within the first 150 amino acids,,2e-05,,none,,-,,-
