Protein	UniProt,,ENZYME entry,,Accepted name,,Alternative name(s),,Reaction catalysed,,Cofactor(s),,Comment(s)
B1XPG7	B1XPG7,,1.17.7.4,,4-hydroxy-3-methylbut-2-enyl diphosphate reductase.,,(E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate reductase. HMBPP reductase.,,(1) Isopentenyl diphosphate + 2 oxidized ferredoxin [iron-sulfur] cluster + H(2)O = (E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H(+). (2) Dimethylallyl diphosphate + 2 oxidized ferredoxin [iron-sulfur] cluster + H(2)O = (E)-4-hydroxy-3-methylbut-2-en-1-yl diphosphate + 2 reduced ferredoxin [iron-sulfur] cluster + 2 H(+).,,Iron-sulfur.,,-!- Forms a system with a ferredoxin or a flavodoxin and an NAD(P)H-dependent reductase. -!- This is the last enzyme in the non-mevalonate pathway for isoprenoid biosynthesis. -!- This pathway, also known as the 1-deoxy-D-xylulose 5-phosphate (DOXP) or as the 2-C-methyl-D-erythritol-4-phosphate (MEP) pathway, is found in most bacteria and in plant chloroplasts. -!- The enzyme acts in the reverse direction, producing a 5:1 mixture of isopentenyl diphosphate and dimethylallyl diphosphate. -!- Formerly EC 1.17.1.2.
B1XPK2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPK3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPP4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPU9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPV1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPX6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XPX8	B1XPX8,,6.1.1.19,,Arginine--tRNA ligase.,,Arginine translase. Arginyl-tRNA synthetase.,,ATP + L-arginine + tRNA(Arg) = AMP + diphosphate + L-arginyl-tRNA(Arg).,,,,
B1XQ64	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQ68	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQ75	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQ85	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQ92	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQA7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQB2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQE5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQF1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQF2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQF6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQG3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQG5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQG8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQJ2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQL7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQM2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQP1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQQ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQQ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQR5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQS4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQV0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQW1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQX2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQX5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XQZ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR00	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR14	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR17	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR21	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR22	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR35	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR40	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR47	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR72	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XR86	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XRA0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XRC9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XRD7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XRI4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XRL8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XRQ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B1XRQ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B2S753	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B2SB45	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B3GZ21	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B3KLX4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B5F6V5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B5XYF7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B5XZ79	B5XZ79,,4.3.1.3,,Histidine ammonia-lyase.,,Histidase. Histidinase. Histidine alpha-deaminase.,,L-histidine = urocanate + NH(3).,,,,-!- Member of the aromatic amino acid lyase family, other members of which are EC 4.3.1.23, EC 4.3.1.24 and EC 4.3.1.25. -!- Catalyzes the first step in the degradation of histidine and the product, urocanic acid, is further metabolized to glutamate.
B5Y275	B5Y275,,5.4.2.7,,Phosphopentomutase.,,Deoxyribomutase. Deoxyribose phosphomutase. Phosphodeoxyribomutase.,,Alpha-D-ribose 1-phosphate = D-ribose 5-phosphate.,,,,-!- Also converts 2-deoxy-alpha-D-ribose 1-phosphate into 2-deoxy-D- ribose 5-phosphate. -!- Alpha-D-ribose 1,5-bisphosphate, 2-deoxy-alpha-D-ribose 1,5- bisphosphate, or alpha-D-glucose 1,6-bisphosphate can act as cofactor. -!- Formerly EC 2.7.5.6.
B5Y2E4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B7LRJ8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B7MDM9	B7MDM9,,4.1.1.49,,Phosphoenolpyruvate carboxykinase (ATP).,,PEP carboxykinase. PEPCK. Phosphoenolpyruvate carboxykinase. Phosphoenolpyruvate carboxylase. Phosphopyruvate carboxylase.,,ATP + oxaloacetate = ADP + phosphoenolpyruvate + CO(2).,,,,
B7SCE5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B7UM99	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B7UR12	B7UR12,,2.4.2.1,,Purine-nucleoside phosphorylase.,,Inosine phosphorylase. PNPase.,,(1) Purine nucleoside + phosphate = purine + alpha-D-ribose 1-phosphate. (2) Purine deoxynucleoside + phosphate = purine + 2'-deoxy-alpha-D-ribose 1-phosphate.,,,,-!- Specificity not completely determined. -!- Can also catalyze ribosyltransferase reactions of the type catalyzed by EC 2.4.2.5.
B8DE07	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
B8GZM2	B8GZM2,,2.7.7.65,,Diguanylate cyclase.,,DGC.,,2 GTP = 2 diphosphate + cyclic di-3',5'-guanylate.,,Mg(2+); Mn(2+).,,-!- Can be activated by BeF3, a phosphoryl mimic, which results in dimerization. -!- Dimerization is required but is not sufficient for diguanylate- cyclase activity. -!- Cyclic di-3',5'-guanylate is an intracellular signaling molecule that controls motility and adhesion in bacterial cells; it was first identified as having a positive allosteric effect on EC 2.4.1.12.
C0H3R1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0H3T5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0H3T6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0H3V2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0H423	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0H440	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0H445	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0H461	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0LZQ0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0SP85	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0SP93	C0SP93,,2.1.3.15,,Acetyl-CoA carboxytransferase.,,,,[Biotin carboxyl-carrier protein]-N(6)-carboxybiotinyl-L-lysine + acetyl- CoA = [biotin carboxyl-carrier protein]-N(6)-biotinyl-L-lysine + malonyl- CoA.,,,,-!- The enzyme catalyzes the transfer of a carboxyl group carried on a biotinylated biotin carboxyl carrier protein (BCCP) to acetyl-CoA, forming malonyl-CoA. -!- In some organisms this activity is part of a multi-domain polypeptide that includes the carrier protein and EC 6.3.4.14 (see EC 6.4.1.2). -!- Some enzymes can also carboxylate propanonyl-CoA and butanoyl-CoA (Cf. EC 6.4.1.3).
C0SPB6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C0SPB8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C1KVC0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C1KW86	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C1KX21	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C1KYE1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C1KYI2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C1KYU1	C1KYU1,,4.2.1.59,,3-hydroxyacyl-[acyl-carrier-protein] dehydratase.,,(3R)-3-hydroxyoctanoyl-[acyl-carrier-protein] hydro-lyase. 3-hydroxyoctanoyl-[acyl-carrier-protein] dehydratase. Beta-hydroxyoctanoyl thioester dehydratase. Beta-hydroxyoctanoyl-ACP-dehydrase. Beta-hydroxyoctanoyl-acyl carrier protein dehydrase. D-3-hydroxyoctanoyl-[acyl carrier protein] dehydratase.,,A (3R)-3-hydroxyacyl-[acyl-carrier protein] = a trans-2-enoyl-[acyl- carrier protein] + H(2)O.,,,,-!- This enzyme is responsible for the dehydration step of the dissociated (type II) fatty-acid biosynthesis system that occurs in plants and bacteria. -!- The enzyme uses fatty acyl thioesters of ACP in vivo. -!- Different forms of the enzyme may have preferences for substrates with different chain length. -!- For example, the activity of FabZ, the ubiquitous enzyme in bacteria, decreases with increasing chain length. -!- Gram-negative bacteria that produce unsaturated fatty acids, such as Escherichia coli, have another form (FabA) that prefers intermediate chain length, and also catalyzes EC 5.3.3.14. -!- Despite the differences both forms can catalyze all steps leading to the synthesis of palmitate (C16:0). -!- FabZ, but not FabA, can also accept unsaturated substrates. -!- Formerly EC 4.2.1.58, EC 4.2.1.60 and EC 4.2.1.61.
C1KZK7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C3W947	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C5BGM2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C8T007	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
C8UMQ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D0WT66	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D0WX67	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D0WZ14	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D0X0H0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D0X3A8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D0X4G1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D0ZV89	D0ZV89,,2.7.13.3,,Histidine kinase.,,Histidine protein kinase. HK1. Protein histidine kinase. Protein kinase. Protein kinase (histidine).,,ATP + protein L-histidine = ADP + protein N-phospho-L-histidine.,,,,-!- This entry has been included to accommodate those protein-histidine kinases for which the phosphorylation site has not been established (i.e. either the pros- or tele-nitrogen of histidine). -!- A number of histones can act as acceptor.
D2BKU3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BKU8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BKY7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BKZ2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BLI2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BM73	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BMX4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BNL6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BNM4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BNR6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BP55	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BQ68	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D2BRC3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D4GUJ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D4GYZ1	D4GYZ1,,3.4.25.1,,Proteasome endopeptidase complex.,,Ingensin. Lens neutral proteinase. Macropain. Multicatalytic endopeptidase complex. Multicatalytic proteinase (complex). Prosome. Proteasome.,,Cleavage of peptide bonds with very broad specificity.,,,,-!- A 20-S protein composed of 28 subunits arranged in four rings of seven. -!- The outer rings are composed of alpha subunits, but the beta subunits forming the inner rings are responsible for peptidase activity. -!- In eukaryotic organisms there are up to seven different types of beta subunits, three of which may carry the N-terminal threonine residues that are the nucleophiles in catalysis, and show different specificities. -!- The molecule is barrel-shaped, and the active sites are on the inner surfaces. -!- Terminal apertures restrict access of substrates to the active sites. -!- Inhibited by mercurial reagents and some inhibitors of serine endopeptidases. -!- Belongs to peptidase family T1. -!- Formerly EC 3.4.22.21, EC 3.4.24.5 and EC 3.4.99.46.
D4H071	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E6P6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E6P9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E6Y5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E7U0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E895	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E8U2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E9H2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E9V6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E9V9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5E9Y3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5EAE2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5EB50	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5EBE9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5EBU5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
D5EBX8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
E2JA29	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z5W8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z5Y7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z5Z2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z692	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z698	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z6D2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z6F6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F2Z6G3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F6KV61	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
F6KV62	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
G2K046	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
G2K047	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
G3XD28	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
G3XD31	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
G3XD71	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
G5EB01	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6WXK4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6WYU2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6WZ58	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6WZG6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6WZI4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6WZK7	I6WZK7,,1.16.3.1,,Ferroxidase.,,Ceruloplasmin. HEPH. Hephaestin.,,4 Fe(2+) + 4 H(+) + O(2) = 4 Fe(3+) + 2 H(2)O.,,Cu cation.,,
I6WZM9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6WZS4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X540	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X5C9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X5I7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X5T4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X6H8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X7G4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X7W8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X827	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X8D2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6X961	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XF31	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XF52	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XF60	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XHG6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XVZ6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XW38	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XWB9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6XZC4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y1H7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y231	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y242	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y2E2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y2G3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y2I9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y3S9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y3V3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y4D2	I6Y4D2,,3.5.1.28,,N-acetylmuramoyl-L-alanine amidase.,,,,Hydrolyzes the link between N-acetylmuramoyl residues and L-amino acid residues in certain cell-wall glycopeptides.,,,,-!- Formerly EC 3.4.12.5, EC 3.4.17.7 and EC 3.4.19.10.
I6Y4U9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y4V2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y748	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y778	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y7V6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y897	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y9K2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6Y9Q3	I6Y9Q3,,2.3.3.5,,2-methylcitrate synthase.,,2-methylcitrate oxaloacetate-lyase. MCS. Methylcitrate synthase. Methylcitrate synthetase.,,Propanoyl-CoA + H(2)O + oxaloacetate = (2S,3S)-2-hydroxybutane-1,2,3- tricarboxylate + CoA.,,,,-!- The enzyme acts on acetyl-CoA, propanoyl-CoA, butanoyl-CoA and pentanoyl-CoA. -!- The relative rate of condensation of acetyl-CoA and oxaloacetate is 140% of that of propanoyl-CoA and oxaloacetate, but the enzyme is distinct from EC 2.3.3.1. -!- Oxaloacetate cannot be replaced by glyoxylate, pyruvate or 2-oxoglutarate. -!- Formerly EC 4.1.3.31.;;I6Y9Q3,,2.3.3.16,,Citrate synthase (unknown stereospecificity).,,Citrate condensing enzyme. Citrate synthetase. Citric synthase. Citric-condensing enzyme. Citrogenase. CoA-acetylating citrate oxaloacetate-lyase. Condensing enzyme. Oxalacetic transacetase. Oxaloacetate transacetase.,,Acetyl-CoA + H(2)O + oxaloacetate = citrate + CoA.,,,,-!- This entry has been included to accommodate those citrate synthases for which the stereospecificity with respect to C(2) of oxaloacetate has not been established (cf. EC 2.3.3.1 and EC 2.3.3.3).
I6YA03	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YA17	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YA29	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YAV3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YC91	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YDN6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YF40	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YG87	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I6YHB0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
I7FGY5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
J9R0U7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1VPX5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1VZL1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1W040	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1W0W3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1W2U9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1W772	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1W7L7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1WFA9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1WPM3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1WR40	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1WSH3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1X2U2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1XE41	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K1XG38	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
K4PDN9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L0T2Z1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L0T905	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L0TFC2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N653	L7N653,,3.5.1.28,,N-acetylmuramoyl-L-alanine amidase.,,,,Hydrolyzes the link between N-acetylmuramoyl residues and L-amino acid residues in certain cell-wall glycopeptides.,,,,-!- Formerly EC 3.4.12.5, EC 3.4.17.7 and EC 3.4.19.10.
L7N657	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N663	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N664	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N668	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N673	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N675	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N686	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N690	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N6A4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L7N6B0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
L9UQ37	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
N1UKI7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05223	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05236	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05251	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05268	O05268,,1.18.1.2,,Ferredoxin--NADP(+) reductase.,,,,2 reduced ferredoxin + NADP(+) + H(+) = 2 oxidized ferredoxin + NADPH.,,FAD.,,-!- In chloroplasts and cyanobacteria the enzyme acts on plant-type [2Fe- 2S] ferredoxins, but in other bacteria it can also reduce bacterial 2[4Fe-4S] ferredoxins and flavodoxin. -!- Formerly EC 1.6.7.1 and EC 1.6.99.4.
O05310	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05312	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05389	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05410	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O05436	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
