Protein	Uniprot Seed ID,,PhylomeDB Seed ID,,Seed Organism,,Uniprot Ortholog ID,,PhylomeDB Ortholog ID,,Ortholog Organism,,Type,,Score,,Co-orthologs,,Phylome,,Phylome Name,,Phylome Comments
O69879	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O69896	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O86312	A0A045HLS0;O86312,,Phy001DZ9Q_MYCTU,,1773 (Mycobacterium tuberculosis),,Q6N2F9,,Phy001JOAU_RHOPA,,258594 (Rhodopseudomonas palustris CGA009),,one-to-one,,1.000,,,,phylome_171,,Mycobacterium tuberculosis (v1),,Mycobacterium tuberculosis phylome in the context of 20 bacterial genomes;;A0A045HLS0;O86312,,Phy001DZ9Q_MYCTU,,1773 (Mycobacterium tuberculosis),,Q89MI4,,Phy004AD7P_224911,,224911 (Bradyrhizobium japonicum USDA 110),,one-to-one,,1.000,,,,phylome_171,,Mycobacterium tuberculosis (v1),,Mycobacterium tuberculosis phylome in the context of 20 bacterial genomes;;A0A045HLS0;O86312,,Phy001DZ9Q_MYCTU,,1773 (Mycobacterium tuberculosis),,Q6N2F9,,Phy001JOAU_RHOPA,,258594 (Rhodopseudomonas palustris CGA009),,one-to-one,,1.000,,,,phylome_190,,Mycobacterium tuberculosis phylome (v2),,Mycobacterium tuberculosis phylome in the context of 30 bacterial phylomes;;A0A045HLS0;O86312,,Phy001DZ9Q_MYCTU,,1773 (Mycobacterium tuberculosis),,Q89MI4,,Phy004AD7P_224911,,224911 (Bradyrhizobium japonicum USDA 110),,one-to-one,,1.000,,,,phylome_190,,Mycobacterium tuberculosis phylome (v2),,Mycobacterium tuberculosis phylome in the context of 30 bacterial phylomes
O86320	A0A045JAH0;O86320,,Phy001DZ9T_MYCTU,,1773 (Mycobacterium tuberculosis),,Q9HZW1,,Phy001FWEZ_PSEAE,,208964 (Pseudomonas aeruginosa PAO1),,one-to-one,,1.000,,,,phylome_171,,Mycobacterium tuberculosis (v1),,Mycobacterium tuberculosis phylome in the context of 20 bacterial genomes;;A0A045JAH0;O86320,,Phy001DZ9T_MYCTU,,1773 (Mycobacterium tuberculosis),,Q9K3W5,,Phy001L6ED_STRCO,,100226 (Streptomyces coelicolor A3(2)),,one-to-one,,1.000,,,,phylome_171,,Mycobacterium tuberculosis (v1),,Mycobacterium tuberculosis phylome in the context of 20 bacterial genomes;;A0A045JAH0;O86320,,Phy001DZ9T_MYCTU,,1773 (Mycobacterium tuberculosis),,Q2RUC0,,Phy001JTGU_RHORT,,269796 (Rhodospirillum rubrum (strain ATCC 11170 / NCIB 8255)),,one-to-one,,1.000,,,,phylome_190,,Mycobacterium tuberculosis phylome (v2),,Mycobacterium tuberculosis phylome in the context of 30 bacterial phylomes;;A0A045JAH0;O86320,,Phy001DZ9T_MYCTU,,1773 (Mycobacterium tuberculosis),,Q9HZW1,,Phy001FWEZ_PSEAE,,208964 (Pseudomonas aeruginosa PAO1),,one-to-one,,1.000,,,,phylome_190,,Mycobacterium tuberculosis phylome (v2),,Mycobacterium tuberculosis phylome in the context of 30 bacterial phylomes;;A0A045JAH0;O86320,,Phy001DZ9T_MYCTU,,1773 (Mycobacterium tuberculosis),,Q9K3W5,,Phy001L6ED_STRCO,,100226 (Streptomyces coelicolor A3(2)),,one-to-one,,1.000,,,,phylome_190,,Mycobacterium tuberculosis phylome (v2),,Mycobacterium tuberculosis phylome in the context of 30 bacterial phylomes
O86340	A0A045IPU9;O86340,,Phy001DY8A_MYCTU,,1773 (Mycobacterium tuberculosis),,Q9EWU1,,Phy001L48T_STRCO,,100226 (Streptomyces coelicolor A3(2)),,one-to-one,,1.000,,,,phylome_190,,Mycobacterium tuberculosis phylome (v2),,Mycobacterium tuberculosis phylome in the context of 30 bacterial phylomes;;A0A045IPU9;O86340,,Phy001DY8A_MYCTU,,1773 (Mycobacterium tuberculosis),,Q1ATI6,,Phy001KCVZ_RUBXD,,266117 (Rubrobacter xylanophilus (strain DSM 9941 / NBRC 16129)),,one-to-one,,1.000,,,,phylome_190,,Mycobacterium tuberculosis phylome (v2),,Mycobacterium tuberculosis phylome in the context of 30 bacterial phylomes
O86351	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O86365	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O86517	O86517,,Phy001L3F6_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q6N4Y0,,Phy001JOT9_RHOPA,,258594 (Rhodopseudomonas palustris CGA009),,many-to-one,,0.700,,Phy001L698_STRCO,,phylome_155,,Streptomyces coelicor A3 (v1),,Streptomyces coelicor phylome in the context of 20 bacterial genomes;;O86517,,Phy001L3F6_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q5SJ66,,Phy001YUQG_THET8,,300852 (Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)),,many-to-one,,1.000,,Phy001L698_STRCO,,phylome_155,,Streptomyces coelicor A3 (v1),,Streptomyces coelicor phylome in the context of 20 bacterial genomes;;O86517,,Phy001L3F6_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q3J4E3,,Phy001JV8C_RHOS4,,272943 (Rhodobacter sphaeroides (strain ATCC 17023 / 2.4.1 / NCIB 8253 / DSM 158)),,many-to-one,,0.700,,Phy001L698_STRCO,,phylome_155,,Streptomyces coelicor A3 (v1),,Streptomyces coelicor phylome in the context of 20 bacterial genomes;;O86517,,Phy001L3F6_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy004A627_224308,,224308 (Bacillus subtilis subsp. subtilis str. 168),,many-to-one,,1.000,,Phy001L698_STRCO,,phylome_155,,Streptomyces coelicor A3 (v1),,Streptomyces coelicor phylome in the context of 20 bacterial genomes;;O86517,,Phy001L3F6_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q89JC7,,Phy004AG73_224911,,224911 (Bradyrhizobium japonicum USDA 110),,many-to-one,,0.700,,Phy001L698_STRCO,,phylome_155,,Streptomyces coelicor A3 (v1),,Streptomyces coelicor phylome in the context of 20 bacterial genomes;;O86517,,Phy001L3F6_STRCO,,100226 (Streptomyces coelicolor A3(2)),,I6XDV6,,Phy001DX3M_MYCTU,,1773 (Mycobacterium tuberculosis),,many-to-one,,0.600,,Phy001L698_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86517,,Phy001L3F6_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy001820W_DEIRA,,243230 (Deinococcus radiodurans R1),,many-to-one,,1.000,,Phy001L698_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86517,,Phy001L3F6_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy0019G9K_GEOSL,,243231 (Geobacter sulfurreducens PCA),,many-to-one,,0.500,,Phy001L698_STRCO Phy001L6YM_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86517,,Phy001L3F6_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q97VY8,,Phy001MXU7_SULSO,,273057 (Sulfolobus solfataricus P2),,many-to-one,,0.900,,Phy001L6YM_STRCO Phy001L698_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86517,,Phy001L3F6_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q9WZH5,,Phy001OF3U_THEMA,,243274 (Thermotoga maritima MSB8),,many-to-one,,1.000,,Phy001L6YM_STRCO Phy001L698_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86517,,Phy001L3F6_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy0034TKT_BACSU,,1423 (Bacillus subtilis),,many-to-one,,1.000,,Phy001L698_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86517,,Phy001L3F6_STRCO,,100226 (Streptomyces coelicolor A3(2)),,A8BPR2,,Phy0056QOQ_GIAIC,,184922 (Giardia lamblia ATCC 50803),,many-to-one,,0.667,,Phy001L698_STRCO Phy001L5SV_STRCO Phy001L6YM_STRCO Phy001L1P1_STRCO Phy001L303_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86517,,Phy001L3F6_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q5JIS8,,Phy001GPTY_PYRKO,,69014 (Thermococcus kodakarensis KOD1),,many-to-one,,1.000,,Phy001L698_STRCO Phy001L6YM_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86517,,Phy001L3F6_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q8F3H0,,Phy001VOU0_LEPIN,,189518 (Leptospira interrogans serovar Lai str. 56601),,many-to-one,,0.500,,Phy001L698_STRCO Phy001L6YM_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011'
O86525	O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,B5YL20,,Phy00359U6_THEYD,,289376 (Thermodesulfovibrio yellowstonii DSM 11347),,one-to-many,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,B5YK21,,Phy0035AAN_THEYD,,289376 (Thermodesulfovibrio yellowstonii DSM 11347),,one-to-many,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,B5YHK6,,Phy0035ADI_THEYD,,289376 (Thermodesulfovibrio yellowstonii DSM 11347),,one-to-many,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,B5YK24,,Phy0035A6L_THEYD,,289376 (Thermodesulfovibrio yellowstonii DSM 11347),,one-to-many,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy0014238_BRAJA,,375 (Bradyrhizobium japonicum),,many-to-many,,0.500,,Phy001L63A_STRCO Phy001L6Z8_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy00142TB_BRAJA,,375 (Bradyrhizobium japonicum),,one-to-many,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q7UFX6,,Phy001ID5U_RHOBA,,243090 (Rhodopirellula baltica SH 1),,one-to-one,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy0056UDH_PSEAE,,208964 (Pseudomonas aeruginosa PAO1),,one-to-many,,1.000,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy0056XJH_PSEAE,,208964 (Pseudomonas aeruginosa PAO1),,one-to-many,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy0056XZW_HALSA,,64091 (Halobacterium sp. NRC-1),,one-to-many,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q9HNM2,,Phy001R400_HALSA,,64091 (Halobacterium sp. NRC-1),,many-to-many,,0.500,,Phy001L4IQ_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q55586,,Phy001NVF6_SYNY3,,1111708 (Synechocystis sp. PCC 6803 substr. Kazusa),,many-to-one,,0.500,,Phy001L1PL_STRCO Phy001L235_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy0019IKC_GEOSL,,243231 (Geobacter sulfurreducens PCA),,one-to-many,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q74F34,,Phy0019H3H_GEOSL,,243231 (Geobacter sulfurreducens PCA),,many-to-many,,0.500,,Phy001L6B8_STRCO Phy001L37T_STRCO Phy001L55W_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q74BJ9,,Phy0019IG1_GEOSL,,243231 (Geobacter sulfurreducens PCA),,one-to-many,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q74EK0,,Phy0019GHS_GEOSL,,243231 (Geobacter sulfurreducens PCA),,one-to-many,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q74A98,,Phy0019GYI_GEOSL,,243231 (Geobacter sulfurreducens PCA),,many-to-many,,0.500,,Phy001L37T_STRCO Phy001L2QV_STRCO Phy001L55W_STRCO Phy001L6B8_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q74EF8,,Phy0019I8E_GEOSL,,243231 (Geobacter sulfurreducens PCA),,many-to-many,,0.500,,Phy001L2B1_STRCO Phy001L37T_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy0019HQH_GEOSL,,243231 (Geobacter sulfurreducens PCA),,one-to-many,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy0019H7S_GEOSL,,243231 (Geobacter sulfurreducens PCA),,one-to-many,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy00182GB_DEIRA,,243230 (Deinococcus radiodurans R1),,one-to-one,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy0035O43_ECOLI,,83333 (Escherichia coli K-12),,one-to-one,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86525,,Phy001L43L_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q93IG6,,Phy001DZPS_MYCTU,,1773 (Mycobacterium tuberculosis),,many-to-one,,1.000,,Phy001L1O3_STRCO Phy001L65P_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011'
O86560	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
O86575	O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q89UQ4,,Phy004ABG7_224911,,224911 (Bradyrhizobium japonicum USDA 110),,one-to-one,,0.917,,,,phylome_155,,Streptomyces coelicor A3 (v1),,Streptomyces coelicor phylome in the context of 20 bacterial genomes;;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q5SIB5,,Phy001YTX9_THET8,,300852 (Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)),,many-to-many,,0.500,,Phy001L63S_STRCO,,phylome_155,,Streptomyces coelicor A3 (v1),,Streptomyces coelicor phylome in the context of 20 bacterial genomes;;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q5SH42,,Phy001YU4W_THET8,,300852 (Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)),,many-to-many,,0.500,,Phy001L6OK_STRCO Phy001L49H_STRCO Phy001L6PA_STRCO Phy001L1C5_STRCO Phy001L51B_STRCO Phy001L2R9_STRCO Phy001L4BM_STRCO Phy001L3OB_STRCO Phy001L2FJ_STRCO,,phylome_155,,Streptomyces coelicor A3 (v1),,Streptomyces coelicor phylome in the context of 20 bacterial genomes;;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q5SL20,,Phy001YUOU_THET8,,300852 (Thermus thermophilus (strain HB8 / ATCC 27634 / DSM 579)),,many-to-many,,0.625,,Phy001L1K2_STRCO,,phylome_155,,Streptomyces coelicor A3 (v1),,Streptomyces coelicor phylome in the context of 20 bacterial genomes;;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q99V97,,Phy001Y4KD_STAAM,,158878 (Staphylococcus aureus (strain Mu50 / ATCC 700699)),,many-to-one,,0.875,,Phy001L1DW_STRCO Phy001L1K2_STRCO Phy001L49U_STRCO,,phylome_155,,Streptomyces coelicor A3 (v1),,Streptomyces coelicor phylome in the context of 20 bacterial genomes;;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q9WZ00,,Phy001OEKA_THEMA,,243274 (Thermotoga maritima MSB8),,many-to-many,,0.542,,Phy001L1DW_STRCO Phy001L49U_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q9X0F3,,Phy001OEQ9_THEMA,,243274 (Thermotoga maritima MSB8),,one-to-many,,0.577,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q9WXR3,,Phy001OEJ6_THEMA,,243274 (Thermotoga maritima MSB8),,one-to-many,,0.559,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q9WYX0,,Phy001OEAS_THEMA,,243274 (Thermotoga maritima MSB8),,one-to-many,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy00142ND_BRAJA,,375 (Bradyrhizobium japonicum),,many-to-one,,0.632,,Phy001L49U_STRCO Phy001L1DW_STRCO Phy001L1K2_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q9HMX3,,Phy001R3ZA_HALSA,,64091 (Halobacterium sp. NRC-1),,many-to-one,,0.571,,Phy001L1DW_STRCO Phy001L49U_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,A0A063XBV4,,Phy0034TOQ_BACSU,,1423 (Bacillus subtilis),,many-to-many,,0.667,,Phy001L1DW_STRCO Phy001L49U_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,A0A0A1M1T9,,Phy0034TKY_BACSU,,1423 (Bacillus subtilis),,many-to-many,,0.808,,Phy001L1DW_STRCO Phy001L45P_STRCO Phy001L3DQ_STRCO Phy001L1K2_STRCO Phy001L5MZ_STRCO Phy001L49U_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,A0A0A1MBZ7,,Phy0034TNA_BACSU,,1423 (Bacillus subtilis),,many-to-many,,0.767,,Phy001L45P_STRCO Phy001L5MZ_STRCO Phy001L49U_STRCO Phy001L1DW_STRCO Phy001L3DQ_STRCO Phy001L1K2_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,,,Phy00180R2_DEIRA,,243230 (Deinococcus radiodurans R1),,many-to-one,,0.688,,Phy001L49U_STRCO Phy001L1K2_STRCO Phy001L3DQ_STRCO Phy001L1DW_STRCO Phy001L45P_STRCO Phy001L5MZ_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,B8E3A2,,Phy0035LNI_DICTD,,515635 (Dictyoglomus turgidum DSM 6724),,one-to-many,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,B8E2U3,,Phy0035MAN_DICTD,,515635 (Dictyoglomus turgidum DSM 6724),,many-to-many,,0.650,,Phy001L49U_STRCO Phy001L1DW_STRCO Phy001L1K2_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,A9WBN9,,Phy0035DTG_CHLAA,,324602 (Chloroflexus aurantiacus J-10-fl),,many-to-many,,0.611,,Phy001L1K2_STRCO Phy001L1DW_STRCO Phy001L49U_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,A9WGD7,,Phy0035CLU_CHLAA,,324602 (Chloroflexus aurantiacus J-10-fl),,many-to-many,,0.500,,Phy001L1DW_STRCO Phy001L49U_STRCO Phy001L1K2_STRCO,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,Q8RGA6,,Phy0018YY8_FUSNN,,190304 (Fusobacterium nucleatum subsp. nucleatum ATCC 25586),,one-to-one,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,B1L5W4,,Phy002Z04I_KORCO,,374847 (Korarchaeum cryptofilum (strain OPF8)),,one-to-many,,0.500,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011';;O86575,,Phy001L65V_STRCO,,100226 (Streptomyces coelicolor A3(2)),,B1L5F0,,Phy002YZZY_KORCO,,374847 (Korarchaeum cryptofilum (strain OPF8)),,one-to-many,,0.583,,,,phylome_530,,[QfO] Streptomyces phylome,,S. coelicolor based phylome in the context of 66 species from the 'Quest for Orthologs - Release 2011'
O86637	N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,,N/A
